                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 0.2505,                0.24567,                0.91078,                0.96956,                0.96531,                0.98393,                0.84203,                0.29014,                0.56196,                0.61749,             0.00042641,             0.00042641,             0.00042641
                    137,                0.23634,                0.23188,                0.90239,                0.97372,                0.93789,                0.98601,                0.84759,                0.29999,                0.59637,                0.62075,             0.00042387,             0.00042387,             0.00042387
                    138,                0.24713,                0.23976,                0.91373,                0.97049,                0.91783,                0.98304,                 0.8439,                0.29687,                0.61354,                0.61961,             0.00042134,             0.00042134,             0.00042134
                    139,                0.23567,                0.22113,                0.90489,                0.93803,                0.91038,                0.98493,                0.84337,                0.35206,                 0.7028,                0.65211,              0.0004188,              0.0004188,              0.0004188
                    140,                0.24055,                0.23597,                0.90716,                0.97251,                0.96028,                0.98604,                0.85327,                 0.2586,                0.57039,                 0.6051,             0.00041626,             0.00041626,             0.00041626
                    141,                0.24846,                0.24277,                0.90339,                0.94231,                0.98307,                0.98498,                0.84683,                0.27845,                 0.5646,                0.61111,             0.00041372,             0.00041372,             0.00041372
                    142,                0.23765,                0.23249,                0.90098,                0.95834,                0.96253,                0.98077,                0.84491,                0.30317,                0.57279,                0.63436,             0.00041118,             0.00041118,             0.00041118
                    143,                0.24046,                0.23472,                0.90423,                0.95903,                0.96078,                0.98542,                 0.8513,                0.29804,                0.54547,                0.62181,             0.00040865,             0.00040865,             0.00040865
                    144,                0.24418,                0.23402,                  0.905,                0.97321,                0.96932,                 0.9901,                0.84786,                0.29711,                0.57768,                0.62063,             0.00040611,             0.00040611,             0.00040611
                    145,                0.24885,                0.23609,                0.90293,                0.95521,                0.97205,                0.98822,                0.83966,                0.34252,                0.62987,                0.66968,             0.00040357,             0.00040357,             0.00040357
                    146,                0.23411,                0.23155,                0.89949,                0.95342,                0.96221,                 0.9877,                0.84423,                0.31083,                0.57695,                0.64794,             0.00040103,             0.00040103,             0.00040103
                    147,                0.24786,                0.24382,                0.90237,                 0.9545,                0.93915,                 0.9824,                0.85494,                0.31679,                0.60063,                0.63731,              0.0003985,              0.0003985,              0.0003985
                    148,                0.23315,                 0.2265,                0.90559,                0.96155,                0.96993,                0.98652,                0.85509,                0.28371,                0.58639,                0.63099,             0.00039596,             0.00039596,             0.00039596
                    149,                0.23946,                0.23528,                0.90982,                0.97085,                0.95856,                0.98592,                0.85041,                0.29035,                0.59242,                 0.6263,             0.00039342,             0.00039342,             0.00039342
